Channel Id,Channel Url,Channel Title
UCDVKYPXwdYUQfgA05CkyFSg,http://www.youtube.com/channel/UCDVKYPXwdYUQfgA05CkyFSg,GameChops
UCDWIvJwLJsE4LG1Atne2blQ,http://www.youtube.com/channel/UCDWIvJwLJsE4LG1Atne2blQ,h3h3Productions
UCDY_0WzkHyj0A1ev6RTql1Q,http://www.youtube.com/channel/UCDY_0WzkHyj0A1ev6RTql1Q,Krewella
UCDiFRMQWpcp8_KD4vwIVicw,http://www.youtube.com/channel/UCDiFRMQWpcp8_KD4vwIVicw,Emergency Awesome
UCDkEssvZ2uu_ntlIGy64GIg,http://www.youtube.com/channel/UCDkEssvZ2uu_ntlIGy64GIg,B. Dylan Hollis
UCDrjVPRLkllWSlsJDNVKwuQ,http://www.youtube.com/channel/UCDrjVPRLkllWSlsJDNVKwuQ,Finding Your Internal Symphony 
UCDsO-0Yo5zpJk575nKXgMVA,http://www.youtube.com/channel/UCDsO-0Yo5zpJk575nKXgMVA,RocketJump
UCDtt0lu_yqfT0YTWtGdqbZg,http://www.youtube.com/channel/UCDtt0lu_yqfT0YTWtGdqbZg,yuuu
UCE31MqUy6nIMJ_f8y4R3_AA,http://www.youtube.com/channel/UCE31MqUy6nIMJ_f8y4R3_AA,Gavin Webber
UCEBb1b_L6zDS3xTUrIALZOw,http://www.youtube.com/channel/UCEBb1b_L6zDS3xTUrIALZOw,MIT OpenCourseWare
UCENzLyqzPdI0KiOXFA4cJgA,http://www.youtube.com/channel/UCENzLyqzPdI0KiOXFA4cJgA,ProtoMario
UCEPTp5WMAzjh9mOrKUwRLmQ,http://www.youtube.com/channel/UCEPTp5WMAzjh9mOrKUwRLmQ,FPSRussia
UCEadfHmAVUV0rLYo8OP_Ffg,http://www.youtube.com/channel/UCEadfHmAVUV0rLYo8OP_Ffg,Evolution Primitive Time
UCEjA5F8lg5ntTbS7WDeRDFA,http://www.youtube.com/channel/UCEjA5F8lg5ntTbS7WDeRDFA,Mr.Heang Update
UCF-Qr9XYSNZ4AuXwfrUcksQ,http://www.youtube.com/channel/UCF-Qr9XYSNZ4AuXwfrUcksQ,FOXXVLOGS
UCFCIfxMvBA4h6MQ7v1b3VMQ,http://www.youtube.com/channel/UCFCIfxMvBA4h6MQ7v1b3VMQ,DrScrew
UCFN3lenUT-LVL3SMvn-z7Vg,http://www.youtube.com/channel/UCFN3lenUT-LVL3SMvn-z7Vg,DawnforgedCast
UCFSunwq12j4OCY-HTnlQieg,http://www.youtube.com/channel/UCFSunwq12j4OCY-HTnlQieg,Saturn (deactivated)
UCFVw1U1qk5WVEAOOS9v8S-A,http://www.youtube.com/channel/UCFVw1U1qk5WVEAOOS9v8S-A,Mythical Bits
UCFYMDSW-BzeYZKFSxROw3Rg,http://www.youtube.com/channel/UCFYMDSW-BzeYZKFSxROw3Rg,The Living Tombstone
UCFari28bQmSVIbmzDjbiS7Q,http://www.youtube.com/channel/UCFari28bQmSVIbmzDjbiS7Q,Strawburry17
UCFbQx5sX4omZxKiBEHTF7dA,http://www.youtube.com/channel/UCFbQx5sX4omZxKiBEHTF7dA,Snoopey0
UCFbtcTaMFnOAP0pFO1L8hVw,http://www.youtube.com/channel/UCFbtcTaMFnOAP0pFO1L8hVw,Kyle Hill
UCFcqi7MrlzIp9RMTtUlxE8g,http://www.youtube.com/channel/UCFcqi7MrlzIp9RMTtUlxE8g,Avenged Sevenfold
UCFhXFikryT4aFcLkLw2LBLA,http://www.youtube.com/channel/UCFhXFikryT4aFcLkLw2LBLA,NileRed
UCFkCZMlxdIB2LU29a3ak7Jw,http://www.youtube.com/channel/UCFkCZMlxdIB2LU29a3ak7Jw,RustyFIN
UCFoe3PEb1_7sAY1ZgehNP3A,http://www.youtube.com/channel/UCFoe3PEb1_7sAY1ZgehNP3A,DIY or DIE
UCFqP-oa_ZVMmyReYXQ2yRyQ,http://www.youtube.com/channel/UCFqP-oa_ZVMmyReYXQ2yRyQ,Kenna.N
UCFsDMlkYLpTVt9-cqmZxqZg,http://www.youtube.com/channel/UCFsDMlkYLpTVt9-cqmZxqZg,Will Neff
UCFtc3XdXgLFwhlDajMGK69w,http://www.youtube.com/channel/UCFtc3XdXgLFwhlDajMGK69w,NightHawkInLight
UCG4WwHG8OFoPWZQ4VN_jKAw,http://www.youtube.com/channel/UCG4WwHG8OFoPWZQ4VN_jKAw,DJ DeepDrama
UCG59vVRe_wP55tqqWLimnAQ,http://www.youtube.com/channel/UCG59vVRe_wP55tqqWLimnAQ,Paul Daniels
UCGAY8t6KCq0tXyBFfjXeHZw,http://www.youtube.com/channel/UCGAY8t6KCq0tXyBFfjXeHZw,Ed Bassmaster
UCGKljGThzVd5knQhCvkT6zQ,http://www.youtube.com/channel/UCGKljGThzVd5knQhCvkT6zQ,DeFrancoGames
UCGSe7AAcNpoMBGp3BBaNeKA,http://www.youtube.com/channel/UCGSe7AAcNpoMBGp3BBaNeKA,TheAwesomeENO
UCGaVdbSav8xWuFWTadK6loA,http://www.youtube.com/channel/UCGaVdbSav8xWuFWTadK6loA,vlogbrothers
UCGbuAbSys-10iPfvxtkcTCQ,http://www.youtube.com/channel/UCGbuAbSys-10iPfvxtkcTCQ,ORIGIN PC
UCGcF0fKGWCu1a-QJ6crOHlQ,http://www.youtube.com/channel/UCGcF0fKGWCu1a-QJ6crOHlQ,FudgeMuppet
UCGhCVGZ0ZSpe5hJHWyiLwHA,http://www.youtube.com/channel/UCGhCVGZ0ZSpe5hJHWyiLwHA,Zoomin Games
UCGieG0SoGN7o3ZKzHGhHhUw,http://www.youtube.com/channel/UCGieG0SoGN7o3ZKzHGhHhUw,shurap
UCGmAzForvf0sns_PjZhllSw,http://www.youtube.com/channel/UCGmAzForvf0sns_PjZhllSw,RageNineteen
UCGt7X90Au6BV8rf49BiM6Dg,http://www.youtube.com/channel/UCGt7X90Au6BV8rf49BiM6Dg,Ray William Johnson
UCGwPbAQdGA3_88WBuGtg9tw,http://www.youtube.com/channel/UCGwPbAQdGA3_88WBuGtg9tw,grav3yardgirl
UCGydrkfIhUDNCotYQI8TJhA,http://www.youtube.com/channel/UCGydrkfIhUDNCotYQI8TJhA,Cartoon Network UK
UCH-Uobgd_TrFNnxuphSnbeQ,http://www.youtube.com/channel/UCH-Uobgd_TrFNnxuphSnbeQ,Tenacious D
UCH-_hzb2ILSCo9ftVSnrCIQ,http://www.youtube.com/channel/UCH-_hzb2ILSCo9ftVSnrCIQ,YOGSCAST Lewis & Simon
UCHEf6T_gVq4tlW5i91ESiWg,http://www.youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg,People Vs Food
UCHExB-d5s0zBcbsaHEUy91Q,http://www.youtube.com/channel/UCHExB-d5s0zBcbsaHEUy91Q,Evie Lupine
UCHSIA2JRC5PWvUX4Sl8OrcA,http://www.youtube.com/channel/UCHSIA2JRC5PWvUX4Sl8OrcA,Jammidodger
UCHZ986wm_sJT6wntdDTIIcw,http://www.youtube.com/channel/UCHZ986wm_sJT6wntdDTIIcw,FitMC
UCHl8s8mIsjWcVufQkzo_1Cg,http://www.youtube.com/channel/UCHl8s8mIsjWcVufQkzo_1Cg,AMES
UCHspkWZ3NMC8G9n_r6Hx6iQ,http://www.youtube.com/channel/UCHspkWZ3NMC8G9n_r6Hx6iQ,Cabot Phillips
UCHu2KNu6TtJ0p4hpSW7Yv7Q,http://www.youtube.com/channel/UCHu2KNu6TtJ0p4hpSW7Yv7Q,Jazza
UCHu6yK2Ht1J7lfvYBXv0OsQ,http://www.youtube.com/channel/UCHu6yK2Ht1J7lfvYBXv0OsQ,Lily Alexandre
UCHw1zLd2Zu82CCk3E1_Pvkw,http://www.youtube.com/channel/UCHw1zLd2Zu82CCk3E1_Pvkw,iDigTheMullet
UCI2my1EoaPqXkCiEJ9HbuPw,http://www.youtube.com/channel/UCI2my1EoaPqXkCiEJ9HbuPw,Nero Young
UCIA9jUDnKVMYc4SmqTxcwqg,http://www.youtube.com/channel/UCIA9jUDnKVMYc4SmqTxcwqg,Cartoon Hangover
UCIEv3lZ_tNXHzL3ox-_uUGQ,http://www.youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay
UCIGEtjevANE0Nqain3EqNSg,http://www.youtube.com/channel/UCIGEtjevANE0Nqain3EqNSg,TysyTube Restoration
UCIJ6_pI8ZBc_xVMPYzwQz9g,http://www.youtube.com/channel/UCIJ6_pI8ZBc_xVMPYzwQz9g,chuggaaconroy
UCIOfoptCwOUiE-hnjrhl21Q,http://www.youtube.com/channel/UCIOfoptCwOUiE-hnjrhl21Q,liamcarps
UCIVH2jpqsftBkYVpnynHRdw,http://www.youtube.com/channel/UCIVH2jpqsftBkYVpnynHRdw,Nurse
UCIg7U4yoXlm2_nnkl9wsIcw,http://www.youtube.com/channel/UCIg7U4yoXlm2_nnkl9wsIcw,Felicia Day
UCIgKGGJkt1MrNmhq3vRibYA,http://www.youtube.com/channel/UCIgKGGJkt1MrNmhq3vRibYA,NurdRage
UCIgROm26GDN1Qu4PPvGCB6Q,http://www.youtube.com/channel/UCIgROm26GDN1Qu4PPvGCB6Q,DailyYou
UCIiBf-JbtCazHSFqXV4JgoA,http://www.youtube.com/channel/UCIiBf-JbtCazHSFqXV4JgoA,Grace Helbig
UCJ0-OtVpF0wOKEqT2Z1HEtA,http://www.youtube.com/channel/UCJ0-OtVpF0wOKEqT2Z1HEtA,ElectroBOOM
UCJ2ZDzMRgSrxmwphstrm8Ww,http://www.youtube.com/channel/UCJ2ZDzMRgSrxmwphstrm8Ww,Smosh Games
UCJ6-So7ndDeeYdudPIbhCiA,http://www.youtube.com/channel/UCJ6-So7ndDeeYdudPIbhCiA,Brozime
UCJ9WvfWQwKUcHnRhPQ59fAg,http://www.youtube.com/channel/UCJ9WvfWQwKUcHnRhPQ59fAg,Notion Bonsai
UCJHA_jMfCvEnv-3kRjTCQXw,http://www.youtube.com/channel/UCJHA_jMfCvEnv-3kRjTCQXw,Babish Culinary Universe
UCJHvN0zYgO2ZLjePERRLjKQ,http://www.youtube.com/channel/UCJHvN0zYgO2ZLjePERRLjKQ,This Trippy Hippie
UCJOn90pbzbjUKg4hh919QKA,http://www.youtube.com/channel/UCJOn90pbzbjUKg4hh919QKA,Tip Top Workshop
UCJQL1Fai-9GlVunsbP4x8Pg,http://www.youtube.com/channel/UCJQL1Fai-9GlVunsbP4x8Pg,MyHarto
UCJW9YScngZyevv40qOS5QYQ,http://www.youtube.com/channel/UCJW9YScngZyevv40qOS5QYQ,Sips - Live!
UCJc4xmnth5jNLHdclnmhTAA,http://www.youtube.com/channel/UCJc4xmnth5jNLHdclnmhTAA,Dylan Ogden
UCJcYRr8rpsxVPfWA5vkuxFw,http://www.youtube.com/channel/UCJcYRr8rpsxVPfWA5vkuxFw,Jared Dines
UCJm5yR1KFcysl_0I3x-iReg,http://www.youtube.com/channel/UCJm5yR1KFcysl_0I3x-iReg,lacigreen
UCJq72bcEJJ2A6HOuFyaw3Fg,http://www.youtube.com/channel/UCJq72bcEJJ2A6HOuFyaw3Fg,Evan Duffy
UCK35gGgy2L8rzuZz89EVy1w,http://www.youtube.com/channel/UCK35gGgy2L8rzuZz89EVy1w,Kiwo
UCK3eoeo-HGHH11Pevo1MzfQ,http://www.youtube.com/channel/UCK3eoeo-HGHH11Pevo1MzfQ,Blitz
UCK8sQmJBp8GCxrOtXWBpyEA,http://www.youtube.com/channel/UCK8sQmJBp8GCxrOtXWBpyEA,Google
UCKB1iG1T9YDpcDI7LhrnJ3w,http://www.youtube.com/channel/UCKB1iG1T9YDpcDI7LhrnJ3w,JeepersMedia
UCKBhqi0U1Kx9KmL5rc-inMA,http://www.youtube.com/channel/UCKBhqi0U1Kx9KmL5rc-inMA,Leigh_Mcnasty
UCKKiQ8Bz3pgiJ7JdqNrQfeQ,http://www.youtube.com/channel/UCKKiQ8Bz3pgiJ7JdqNrQfeQ,Mehditation
UCKNdRVnrxkYIeV5HAmPvzww,http://www.youtube.com/channel/UCKNdRVnrxkYIeV5HAmPvzww,Western Welding Academy
UCKOvOaJv4GK-oDqx-sj7VVg,http://www.youtube.com/channel/UCKOvOaJv4GK-oDqx-sj7VVg,Chubbyemu
UCKVfKr96Ifr3Dnhb6mhDAdw,http://www.youtube.com/channel/UCKVfKr96Ifr3Dnhb6mhDAdw,doddleoddle
UCKab3hYnOoTZZbEUQBMx-ww,http://www.youtube.com/channel/UCKab3hYnOoTZZbEUQBMx-ww,OfficialNerdCubed
UCKd49wwdEdIoM-7Fumhwmog,http://www.youtube.com/channel/UCKd49wwdEdIoM-7Fumhwmog,Quint BUILDs
UCKf4vzRQJc9cVfaAYaZBS1w,http://www.youtube.com/channel/UCKf4vzRQJc9cVfaAYaZBS1w,Sculpture_Geek
UCKi52SDIwr5ysHX_ROF7A1g,http://www.youtube.com/channel/UCKi52SDIwr5ysHX_ROF7A1g,OMGitsfirefoxx
UCKk076mm-7JjLxJcFSXIPJA,http://www.youtube.com/channel/UCKk076mm-7JjLxJcFSXIPJA,outsidexbox
UCKkFE8ue_rvxp_U39LJe8ig,http://www.youtube.com/channel/UCKkFE8ue_rvxp_U39LJe8ig,Lets Learn Something
UCKrFXqpQj3gM98LF22Yq8Kg,http://www.youtube.com/channel/UCKrFXqpQj3gM98LF22Yq8Kg,NintendoCapriSun
UCKw3UQ7AMPXkJ5nYxfg_Gyg,http://www.youtube.com/channel/UCKw3UQ7AMPXkJ5nYxfg_Gyg,MorninAfterKill
UCL1oEMyHvDXItSldzW3xmaw,http://www.youtube.com/channel/UCL1oEMyHvDXItSldzW3xmaw,Coach Jamie
UCL7DDQWP6x7wy0O6L5ZIgxg,http://www.youtube.com/channel/UCL7DDQWP6x7wy0O6L5ZIgxg,2ndJerma
UCL81YHgzH8tcrFfOJJwlSQw,http://www.youtube.com/channel/UCL81YHgzH8tcrFfOJJwlSQw,LinusCatTips
UCL8Nxsa1LB9DrMTHtt3IKiw,http://www.youtube.com/channel/UCL8Nxsa1LB9DrMTHtt3IKiw,Mashable
UCLDW_vQB2O47PyqbPUws0nw,http://www.youtube.com/channel/UCLDW_vQB2O47PyqbPUws0nw,Mustastic
UCLKqE_2ypspRF7_z4bTmLBQ,http://www.youtube.com/channel/UCLKqE_2ypspRF7_z4bTmLBQ,Justa Minx
UCLO9n5sEoTKsDFMfqCPHt9A,http://www.youtube.com/channel/UCLO9n5sEoTKsDFMfqCPHt9A,Nate Petroski
UCLRuscoOB86ZVLCBPEi-4Jw,http://www.youtube.com/channel/UCLRuscoOB86ZVLCBPEi-4Jw,Orc Hat
UCLWWnmBIoRH1A0hM7k88xtQ,http://www.youtube.com/channel/UCLWWnmBIoRH1A0hM7k88xtQ,Socks
UCLcGuDKe2mtrpSBtVitUKLQ,http://www.youtube.com/channel/UCLcGuDKe2mtrpSBtVitUKLQ,HAWPVideos
UCLcSXcFT1e-R_cOWU670-Kw,http://www.youtube.com/channel/UCLcSXcFT1e-R_cOWU670-Kw,Gary The Goat
UCLe_kjXzRP_0opzw-BXiQxw,http://www.youtube.com/channel/UCLe_kjXzRP_0opzw-BXiQxw,XtremeGamez
UCLtREJY21xRfCuEKvdki1Kw,http://www.youtube.com/channel/UCLtREJY21xRfCuEKvdki1Kw,H3 Podcast
UCLvgfPElEhJrOuMsSXNZ0Rw,http://www.youtube.com/channel/UCLvgfPElEhJrOuMsSXNZ0Rw,Utorak007
UCLvoQbwv767vTKDNOcLzI3A,http://www.youtube.com/channel/UCLvoQbwv767vTKDNOcLzI3A,"12,250,940 views"
UCLx053rWZxCiYWsBETgdKrQ,http://www.youtube.com/channel/UCLx053rWZxCiYWsBETgdKrQ,LGR
UCM2FHDmMP92caH9aK7RwEdw,http://www.youtube.com/channel/UCM2FHDmMP92caH9aK7RwEdw,Aureylian
UCM8VEx4mQ8OLu363TN4T4XA,http://www.youtube.com/channel/UCM8VEx4mQ8OLu363TN4T4XA,goodlyfeaddikts
UCMQkYC9HUcPTertReHILVOA,http://www.youtube.com/channel/UCMQkYC9HUcPTertReHILVOA,Brodual
UCMXmW17zOU6IF6wWZJ7vWIg,http://www.youtube.com/channel/UCMXmW17zOU6IF6wWZJ7vWIg,JoshRocksGuitarHero
UCM_Isiavzq8zd0rzzNrnxzw,http://www.youtube.com/channel/UCM_Isiavzq8zd0rzzNrnxzw,Five Knives
UCMdGPato0IC5-zZjJIf-P9w,http://www.youtube.com/channel/UCMdGPato0IC5-zZjJIf-P9w,SwaggerSouls
UCMe8Y3zO7_la3uHaWR3OVrg,http://www.youtube.com/channel/UCMe8Y3zO7_la3uHaWR3OVrg,Arcade Matt
UCMniz25UrS4II255o0S6XTg,http://www.youtube.com/channel/UCMniz25UrS4II255o0S6XTg,MACJunkie88
UCMrMVIBtqFW6O0-MWq26gqw,http://www.youtube.com/channel/UCMrMVIBtqFW6O0-MWq26gqw,my mechanics
UCMsgXPD3wzzt8RxHJmXH7hQ,http://www.youtube.com/channel/UCMsgXPD3wzzt8RxHJmXH7hQ,Cartoon Network
UCMyOj6fhvKFMjxUCp3b_3gA,http://www.youtube.com/channel/UCMyOj6fhvKFMjxUCp3b_3gA,Nick DiGiovanni
UCN-v-Xn9S7oYk0X2v1jx1Qg,http://www.youtube.com/channel/UCN-v-Xn9S7oYk0X2v1jx1Qg,StoneMountain64
UCN474WQPkqqhUbxhkXKieQw,http://www.youtube.com/channel/UCN474WQPkqqhUbxhkXKieQw,Robbaz
UCN4FK2FL1wUB7INMV3gw3kQ,http://www.youtube.com/channel/UCN4FK2FL1wUB7INMV3gw3kQ,Primitive Skills 2
UCN5DnAD0_VwpQTpDsjKgkog,http://www.youtube.com/channel/UCN5DnAD0_VwpQTpDsjKgkog,Resurrection Fern
UCN9wHzrHRdKVzCSeV-5RuzA,http://www.youtube.com/channel/UCN9wHzrHRdKVzCSeV-5RuzA,Shane Dawson TV
UCNCn-UKVvj1XdVuJkCOe-IA,http://www.youtube.com/channel/UCNCn-UKVvj1XdVuJkCOe-IA,SCP Orientation - Live Action
UCNEZ7cqaZzYLeyWfTkelkEA,http://www.youtube.com/channel/UCNEZ7cqaZzYLeyWfTkelkEA,TAOFLEDERMAUS
UCNKcMBYP_-18FLgk4BYGtfw,http://www.youtube.com/channel/UCNKcMBYP_-18FLgk4BYGtfw,AWE me
UCNYrK4tc5i1-eL8TXesH2pg,http://www.youtube.com/channel/UCNYrK4tc5i1-eL8TXesH2pg,schmoyoho
UCNnKprAG-MWLsk-GsbsC2BA,http://www.youtube.com/channel/UCNnKprAG-MWLsk-GsbsC2BA,Flashgitz
UCNovoA9w0KnxyDP5bGrOYzg,http://www.youtube.com/channel/UCNovoA9w0KnxyDP5bGrOYzg,Tek Syndicate
UCNqFDjYTexJDET3rPDrmJKg,http://www.youtube.com/channel/UCNqFDjYTexJDET3rPDrmJKg,7clouds
UCO-fR0Fn04ByAiOxNYfi30A,http://www.youtube.com/channel/UCO-fR0Fn04ByAiOxNYfi30A,James Seo
UCO4rvxZ-bJ6uGDeSkMCmzEg,http://www.youtube.com/channel/UCO4rvxZ-bJ6uGDeSkMCmzEg,Bay Area Buggs
UCO8DQrSp5yEP937qNqTooOw,http://www.youtube.com/channel/UCO8DQrSp5yEP937qNqTooOw,Strange Parts
UCO9594Zsz_N_Mo8ZNe0n15g,http://www.youtube.com/channel/UCO9594Zsz_N_Mo8ZNe0n15g,PlayAstra
UCOATlDlBhrGmtwwV5hUw1VQ,http://www.youtube.com/channel/UCOATlDlBhrGmtwwV5hUw1VQ,ScarlettMoon19
UCOOJhf0pM4reAZOqMpMWVYQ,http://www.youtube.com/channel/UCOOJhf0pM4reAZOqMpMWVYQ,Nick Pitera
UCOShYmNWKdscQQIL0mi7cFw,http://www.youtube.com/channel/UCOShYmNWKdscQQIL0mi7cFw,I AM BUILDER
UCOSw4K-98kx--v4hObsQVOg,http://www.youtube.com/channel/UCOSw4K-98kx--v4hObsQVOg,thecomputernerd01
UCOVxXJSvl3qXFUtf-UZ8qjw,http://www.youtube.com/channel/UCOVxXJSvl3qXFUtf-UZ8qjw,SorcererDave
UCOe9MZS4bL6tZ6Y7RsRGV7A,http://www.youtube.com/channel/UCOe9MZS4bL6tZ6Y7RsRGV7A,theAFICIONAUTO
UCOmMUjaCM5koM_nSJ1KVg5Q,http://www.youtube.com/channel/UCOmMUjaCM5koM_nSJ1KVg5Q,forrestfire101
UCOpGGt8Ftjp_TKHQ98HhLAg,http://www.youtube.com/channel/UCOpGGt8Ftjp_TKHQ98HhLAg,This channel is not active
UCOw4v1j3QnzH7X4krQAS7fg,http://www.youtube.com/channel/UCOw4v1j3QnzH7X4krQAS7fg,Tessa Violet
UCP-iaFrmWcOG0o461wMicdg,http://www.youtube.com/channel/UCP-iaFrmWcOG0o461wMicdg,TheGamingBeaver
UCP0_k4INXrwPS6HhIyYqsTg,http://www.youtube.com/channel/UCP0_k4INXrwPS6HhIyYqsTg,Steven He
UCP1V_eQ-_htyVUab7ib9-cA,http://www.youtube.com/channel/UCP1V_eQ-_htyVUab7ib9-cA,SCP Orientation
UCP2-S6-M9ZvlY8t7cRn4O6A,http://www.youtube.com/channel/UCP2-S6-M9ZvlY8t7cRn4O6A,Twisted Translations
UCPCw5ycqW0fme1BdvNqOxbw,http://www.youtube.com/channel/UCPCw5ycqW0fme1BdvNqOxbw,ProjectAir
UCPDExPQ09Vc6_Gj_Ga6MwKw,http://www.youtube.com/channel/UCPDExPQ09Vc6_Gj_Ga6MwKw,Cartoon Universe
UCPDXXXJj9nax0fr0Wfc048g,http://www.youtube.com/channel/UCPDXXXJj9nax0fr0Wfc048g,CollegeHumor
UCPD_bxCRGpmmeQcbe2kpPaA,http://www.youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast
UCPNokRZ9hacjIQ3IQL6HNUQ,http://www.youtube.com/channel/UCPNokRZ9hacjIQ3IQL6HNUQ,Zedd
UCPZUQqtVDmcjm4NY5FkzqLA,http://www.youtube.com/channel/UCPZUQqtVDmcjm4NY5FkzqLA,Rousseau
UCP_MH7uLLHYA3n7lrhuhQTw,http://www.youtube.com/channel/UCP_MH7uLLHYA3n7lrhuhQTw,rabid raviv
UCPaoiTiSDhXLpbGrzxsew3g,http://www.youtube.com/channel/UCPaoiTiSDhXLpbGrzxsew3g,Nanz
UCPhFPm0bWKeTSwdOL_f-yKw,http://www.youtube.com/channel/UCPhFPm0bWKeTSwdOL_f-yKw,The Old CallMeKevin Channel
UCPjp41qeXe1o_lp1US9TpWA,http://www.youtube.com/channel/UCPjp41qeXe1o_lp1US9TpWA,iPad Rehab
UCPn2dRRHGodgdwiK40K7xLQ,http://www.youtube.com/channel/UCPn2dRRHGodgdwiK40K7xLQ,F1NN5TER
UCPzFLpOblZEaIx2lpym1l1A,http://www.youtube.com/channel/UCPzFLpOblZEaIx2lpym1l1A,Alex
UCQD3awTLw9i8Xzh85FKsuJA,http://www.youtube.com/channel/UCQD3awTLw9i8Xzh85FKsuJA,SovietWomble
UCQM7jYPAdBAcFnsg0unhU0Q,http://www.youtube.com/channel/UCQM7jYPAdBAcFnsg0unhU0Q,Octopimp
UCQMELFlXQL38KPm8kM-4Adg,http://www.youtube.com/channel/UCQMELFlXQL38KPm8kM-4Adg,Jay Leno's Garage
UCQVwn0HNVFhg52-8ln0WJSw,http://www.youtube.com/channel/UCQVwn0HNVFhg52-8ln0WJSw,Iron Chef Dad
UCQYTSsUYm188D5ijYJRZqFQ,http://www.youtube.com/channel/UCQYTSsUYm188D5ijYJRZqFQ,Coop772
UCQ_4F3-BaYISGvSw8Q84xZw,http://www.youtube.com/channel/UCQ_4F3-BaYISGvSw8Q84xZw,StompThompson
UCQd82ZrlW8b8_MujwDO9ajw,http://www.youtube.com/channel/UCQd82ZrlW8b8_MujwDO9ajw,Rythian
UCQeRaTukNYft1_6AZPACnog,http://www.youtube.com/channel/UCQeRaTukNYft1_6AZPACnog,Asmongold TV 
UCQj4ZJd2QxRHwVYQbMvcKdQ,http://www.youtube.com/channel/UCQj4ZJd2QxRHwVYQbMvcKdQ,itmeJP
UCQngdXqSkWqfysK0A-00KUA,http://www.youtube.com/channel/UCQngdXqSkWqfysK0A-00KUA,Vành Khuyên Lê
UCQqTg6LMpBiXx9ulRfjapsg,http://www.youtube.com/channel/UCQqTg6LMpBiXx9ulRfjapsg,Michael Reee2
UCQvWX73GQygcwXOTSf_VDVg,http://www.youtube.com/channel/UCQvWX73GQygcwXOTSf_VDVg,Minecraft - Topic
UCR-QYzXrZF8yFarK8wZbHog,http://www.youtube.com/channel/UCR-QYzXrZF8yFarK8wZbHog,Colleen Ballinger
UCR4s1DE9J4DHzZYXMltSMAg,http://www.youtube.com/channel/UCR4s1DE9J4DHzZYXMltSMAg,HowToBasic
UCR9NuNwCUIhMOLUQnLN7_WA,http://www.youtube.com/channel/UCR9NuNwCUIhMOLUQnLN7_WA,Kyle Exum
UCRAEUAmW9kletIzOxhpLRFw,http://www.youtube.com/channel/UCRAEUAmW9kletIzOxhpLRFw,Sykkuno
UCRC6cNamj9tYAO6h_RXd5xA,http://www.youtube.com/channel/UCRC6cNamj9tYAO6h_RXd5xA,RTGame
UCRDVE5L1LTWhmPAKKbUBGtg,http://www.youtube.com/channel/UCRDVE5L1LTWhmPAKKbUBGtg,JoCat
UCRFj4Yj1nKhgrT-_8AUsaDg,http://www.youtube.com/channel/UCRFj4Yj1nKhgrT-_8AUsaDg,DancingBacons
UCRHXUZ0BxbkU2MYZgsuFgkQ,http://www.youtube.com/channel/UCRHXUZ0BxbkU2MYZgsuFgkQ,The Spiffing Brit
UCRPHknkyeXaYcVUtwkz-FXQ,http://www.youtube.com/channel/UCRPHknkyeXaYcVUtwkz-FXQ,SAYER
UCRTjDJqPumpg4RtzaTMZP2A,http://www.youtube.com/channel/UCRTjDJqPumpg4RtzaTMZP2A,TMNTyler
UCRb3neuqiDNh_ufkmHtVuGw,http://www.youtube.com/channel/UCRb3neuqiDNh_ufkmHtVuGw,Devils Grace
UCRipAFKci8iHAaOW8e3OSVg,http://www.youtube.com/channel/UCRipAFKci8iHAaOW8e3OSVg,Jasmine Vine
UCRooOLENVeHLGMK8Z2adZlw,http://www.youtube.com/channel/UCRooOLENVeHLGMK8Z2adZlw,Retanaru
UCRzPUBhXUZHclB7B5bURFXw,http://www.youtube.com/channel/UCRzPUBhXUZHclB7B5bURFXw,Eater
UCS3hX9ajO9p8BVro5O5mLNA,http://www.youtube.com/channel/UCS3hX9ajO9p8BVro5O5mLNA,Nanalew
UCS42Pk262iOKUXUW9XW_SOg,http://www.youtube.com/channel/UCS42Pk262iOKUXUW9XW_SOg,shouldicleanmyroom
UCS7wVohIwd66b95xyuw7DFQ,http://www.youtube.com/channel/UCS7wVohIwd66b95xyuw7DFQ,Rikki Poynter
UCS87-wYrvmexsLkBj0jhrnQ,http://www.youtube.com/channel/UCS87-wYrvmexsLkBj0jhrnQ,Junkyard Digs
UCSBzN-I43cp0-xekSFW5mkQ,http://www.youtube.com/channel/UCSBzN-I43cp0-xekSFW5mkQ,MEM
UCSDiMahT5qDCjoWtzruztkw,http://www.youtube.com/channel/UCSDiMahT5qDCjoWtzruztkw,ambiguousamphibian
UCSE6yilNScIz1SLTNQvrXMw,http://www.youtube.com/channel/UCSE6yilNScIz1SLTNQvrXMw,Vinheteiro
UCSOfUqPoqpp5aWDDnAyv94g,http://www.youtube.com/channel/UCSOfUqPoqpp5aWDDnAyv94g,JVKE
UCSOkex4abVl14cZ4tLyUYzw,http://www.youtube.com/channel/UCSOkex4abVl14cZ4tLyUYzw,The Warp Zone
UCSRAuXfp7JdIlcVN7Eqctyg,http://www.youtube.com/channel/UCSRAuXfp7JdIlcVN7Eqctyg,Luke Holland Drums
